Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
ms ellen,64,455,1,{'god': 1},0.22
jesus,63,544,2,"{'god': 1, 'hell': 1}",0.37
mephesto,57,773,8,"{'god': 3, 'gods': 2, 'asses': 1, 'ass': 1, 'pissed': 1}",1.03
grandpa,51,424,21,"{'kill': 8, 'whore': 3, 'damn': 2, 'ass': 2, 'god': 1, 'humped': 1, 'bitch': 1, 'pecker': 1, 'crap': 1, 'goddammit': 1}",4.95
sheila,48,480,6,"{'god': 3, 'hell': 2, 'smut': 1}",1.25
terrance,44,330,13,"{'stupid': 4, 'fart': 4, 'asses': 1, 'morons': 1, 'bastards': 1, 'asshole': 1, 'god': 1}",3.94
officer barbrady,40,354,3,"{'damn': 1, 'ass': 1, 'bitch': 1}",0.85
barbra streisand,40,460,3,"{'piss': 1, 'bastard': 1, 'kill': 1}",0.65
pip,38,335,1,{'fat': 1},0.3
ned,34,182,1,{'crap': 1},0.55
principal victoria,34,355,3,"{'god': 2, 'hell': 1}",0.85
mr hat,33,327,8,"{'kill': 3, 'hell': 3, 'bitch': 1, 'gods': 1}",2.45
leonard maltin,31,382,4,"{'bitch': 2, 'god': 1, 'damn': 1}",1.05
frank,28,329,0,{},0.0
mr hankey,28,241,0,{},0.0
big gay al,27,331,16,"{'gay': 14, 'nazis': 1, 'gays': 1}",4.83
damien,27,275,3,"{'hell': 1, 'kill': 1, 'fat': 1}",1.09
phillip,25,156,8,"{'fart': 3, 'stupid': 1, 'dick': 1, 'asshole': 1, 'sucks': 1, 'ass': 1}",5.13
randy,23,241,2,"{'god': 1, 'gods': 1}",0.83
mr mackey,23,360,5,"{'screwed': 2, 'kill': 1, 'god': 1, 'hell': 1}",1.39
clyde,21,100,4,"{'fat': 2, 'god': 1, 'crap': 1}",4.0
tom,21,318,4,"{'screw': 2, 'bastards': 1, 'ugly': 1}",1.26
ms crabtree,18,87,0,{},0.0
bob saget,18,210,0,{},0.0
shelly,17,109,7,"{'hell': 3, 'kill': 2, 'stupid': 1, 'jerk': 1}",6.42
chief running water,16,132,3,"{'hell': 1, 'slut': 1, 'drunk': 1}",2.27
ike,15,46,0,{},0.0
satan,15,154,3,"{'god': 1, 'sissy': 1, 'hell': 1}",1.95
tv announcer,14,156,2,"{'murder': 1, 'farts': 1}",1.28
clone stan,14,48,0,{},0.0
father maxi,14,158,4,"{'god': 1, 'crap': 1, 'ass': 1, 'hell': 1}",2.53
sharon,13,103,0,{},0.0
doctor,13,160,2,"{'god': 1, 'hell': 1}",1.25
gerald,12,101,0,{},0.0
ominous voice,12,32,9,{'rectus': 9},28.12
townsman,11,49,7,"{'god': 3, 'hell': 1, 'damn': 1, 'fat': 1, 'ass': 1}",14.29
bebe,11,75,1,{'pot': 1},1.33
newscaster,11,243,1,{'god': 1},0.41
sally struthers,11,119,1,{'hell': 1},0.84
announcer,11,116,1,{'anus': 1},0.86
johnson,10,72,0,{},0.0
bill,10,57,6,"{'gay': 4, 'stupid': 2}",10.53
fosse,9,41,7,"{'gay': 4, 'stupid': 3}",17.07
woman,9,50,1,{'god': 1},2.0
death,9,9,0,{},0.0
stan kyle,8,14,0,{},0.0
carl,8,38,0,{},0.0
singer,8,31,0,{},0.0
mortician,8,53,0,{},0.0
robert smith,8,62,0,{},0.0
sidney poitier,8,47,1,{'ass': 1},2.13
the boys,7,24,0,{},0.0
ted,7,52,0,{},0.0
crowd,7,12,0,{},0.0
researcher,7,57,2,"{'stupid': 1, 'wop': 1}",3.51
farmer carl,6,49,0,{},0.0
richard,6,20,0,{},0.0
john warsog,6,95,2,"{'fuck': 1, 'nazi': 1}",2.11
hotline voice,6,144,2,{'kill': 2},1.39
man,6,33,0,{},0.0
anthropologist,6,100,1,{'god': 1},1.0
polly,6,62,1,{'fat': 1},1.61
visitor,5,76,0,{},0.0
mr kitty,5,5,0,{},0.0
beefcake,5,84,1,{'fat': 1},1.19
agent 1,5,50,0,{},0.0
host,5,109,0,{},0.0
referee,5,27,0,{},0.0
great great grandpa,5,85,1,{'kill': 1},1.18
marvin,5,15,2,{'gook': 2},13.33
townsfolk,5,26,0,{},0.0
commercial,5,46,0,{},0.0
korashki,5,59,1,{'kill': 1},1.69
mrs campbell,5,36,0,{},0.0
falsetto bob saget,5,56,0,{},0.0
boys,4,10,0,{},0.0
kathie lee,4,39,0,{},0.0
lil mr garrison,4,20,0,{},0.0
kyle stan,4,7,0,{},0.0
phil,4,25,0,{},0.0
sparky,4,5,0,{},0.0
robert,4,62,0,{},0.0
kids,4,6,0,{},0.0
dude,4,27,1,{'stupid': 1},3.7
class,4,17,0,{},0.0
marty,4,33,3,"{'god': 1, 'damn': 1, 'turd': 1}",9.09
comrade 1,4,22,1,{'bastard': 1},4.55
elderly woman,4,13,1,{'god': 1},7.69
mayor,4,37,1,{'bitch': 1},2.7
mc,4,67,0,{},0.0
man 1,4,26,0,{},0.0
michael buffer,4,64,0,{},0.0
photographer,4,27,0,{},0.0
singing,4,34,0,{},0.0
kitty,4,4,0,{},0.0
cows,3,4,0,{},0.0
cow,3,13,0,{},0.0
townswoman,3,21,0,{},0.0
townsman 1,3,21,0,{},0.0
scuzzlebutt,3,3,0,{},0.0
cowboys,3,14,2,{'kill': 2},14.29
martin,3,28,0,{},0.0
caller,3,10,0,{},0.0
all,3,3,0,{},0.0
comrade 2,3,10,0,{},0.0
female,3,7,2,{'god': 2},28.57
aide,3,50,0,{},0.0
red cross dude,3,42,0,{},0.0
uncle jimbo,3,32,0,{},0.0
nurse,3,4,0,{},0.0
leader,3,28,0,{},0.0
female singer,3,18,0,{},0.0
iraqi,3,10,0,{},0.0
princesses,3,27,1,{'piss': 1},3.7
annoncer,3,39,0,{},0.0
peter,3,33,1,{'ass': 1},3.03
train conductor,2,46,0,{},0.0
news reporter,2,45,0,{},0.0
kyle cartman,2,4,0,{},0.0
blonde,2,14,0,{},0.0
kid,2,8,0,{},0.0
jason,2,7,0,{},0.0
tv crew director,2,17,0,{},0.0
townsman 2,2,9,0,{},0.0
agent 2,2,25,0,{},0.0
patrick duffy,2,10,1,{'god': 1},10.0
randy marsh,2,7,0,{},0.0
bookie,2,17,0,{},0.0
vocalist,2,9,2,{'gay': 2},22.22
townsperson 2,2,5,1,{'willy': 1},20.0
townsperson 1,2,6,0,{},0.0
tv voice,2,18,0,{},0.0
monkey,2,2,0,{},0.0
talk show host,2,31,1,{'bastards': 1},3.23
marsh family,2,16,0,{},0.0
midget,2,38,0,{},0.0
zombie,2,5,0,{},0.0
stuart,2,61,2,"{'god': 1, 'damn': 1}",3.28
carol,2,7,0,{},0.0
voice over,2,20,0,{},0.0
voice,2,2,0,{},0.0
man 2,2,9,0,{},0.0
montage,2,25,0,{},0.0
quadriplegic swiss man,2,44,0,{},0.0
reporter,2,33,1,{'goddammit': 1},3.03
director,2,19,0,{},0.0
sergeant,2,16,0,{},0.0
milo,2,10,0,{},0.0
indian 1,2,16,0,{},0.0
trainee barbrady,2,15,0,{},0.0
farmer carl denkins,1,19,0,{},0.0
mr herbert garrison,1,15,0,{},0.0
kyle broflovski,1,13,1,{'damn': 1},7.69
kenny mccormick,1,9,2,"{'dick': 1, 'vagina': 1}",22.22
visitor carl,1,8,0,{},0.0
eric cartman,1,6,1,{'dildo': 1},16.67
ms veronica crabtree,1,5,0,{},0.0
stan marsh,1,3,1,{'dildo': 1},33.33
jerome chef mcelroy,1,3,0,{},0.0
ike broflovski,1,2,0,{},0.0
wendy testaburger,1,2,0,{},0.0
liane cartman,1,2,0,{},0.0
stan ,1,1,0,{},0.0
kyle ms crabtree,1,1,0,{},0.0
geraldo rivera,1,42,2,"{'fat': 1, 'ass': 1}",4.76
bebe stevens,1,25,0,{},0.0
lil kathie lee,1,11,0,{},0.0
geraldo,1,11,0,{},0.0
show announcer,1,10,0,{},0.0
clyde donovan,1,7,0,{},0.0
jimbo kern,1,4,0,{},0.0
kathie lee gifford,1,4,0,{},0.0
beefcake cartman,1,1,0,{},0.0
ned gerblansky,1,7,0,{},0.0
individual in crowd,1,7,0,{},0.0
kyle stan cartman,1,1,0,{},0.0
denver citizens,1,1,0,{},0.0
jesus christ,1,32,0,{},0.0
frank hammond,1,27,0,{},0.0
gambler 2,1,15,0,{},0.0
gambler 3,1,11,0,{},0.0
gambler 1,1,10,0,{},0.0
rex,1,8,0,{},0.0
female gambler 2,1,8,0,{},0.0
gambler 4,1,7,0,{},0.0
cowboy 2,1,7,0,{},0.0
boat ride singers,1,6,1,{'gay': 1},16.67
female gambler 1,1,6,0,{},0.0
cowboy 1,1,4,0,{},0.0
audience member,1,2,0,{},0.0
richard stamos,1,2,0,{},0.0
sylvester,1,1,0,{},0.0
gay lion,1,1,0,{},0.0
huddle,1,1,0,{},0.0
cowboy,1,1,0,{},0.0
townsperson 3,1,1,0,{},0.0
enrique,1,1,0,{},0.0
tv newscaster,1,27,1,{'kill': 1},3.7
sharon marsh,1,16,0,{},0.0
jewish kid,1,7,1,{'anus': 1},14.29
hat,1,6,0,{},0.0
dr alphonse mephesto,1,4,0,{},0.0
kid 1,1,4,0,{},0.0
terrance mephesto,1,2,1,{'stupid': 1},50.0
elton john,1,2,0,{},0.0
kid 2,1,2,0,{},0.0
shelly marsh,1,1,0,{},0.0
shiela,1,14,0,{},0.0
granpa,1,9,0,{},0.0
police radio,1,9,0,{},0.0
suzanne somers,1,8,0,{},0.0
sheila broflovski,1,6,0,{},0.0
student,1,5,0,{},0.0
suzanne,1,4,0,{},0.0
marvin grandpa marsh,1,1,0,{},0.0
adolf hitler,1,16,0,{},0.0
jogger,1,14,0,{},0.0
puffy the bear,1,10,1,{'hitler': 1},10.0
narrator,1,8,1,{'hitler': 1},12.5
mortician aide,1,7,0,{},0.0
paramedic,1,6,0,{},0.0
passer by,1,4,1,{'god': 1},25.0
zombie mortician,1,3,0,{},0.0
somebody,1,2,1,{'god': 1},50.0
mr torres,1,1,0,{},0.0
red cross chick,1,15,0,{},0.0
everybody,1,10,0,{},0.0
leader turkey,1,10,0,{},0.0
ethiopian,1,6,0,{},0.0
aide 2,1,5,0,{},0.0
carol mccormick,1,4,0,{},0.0
stuart mccormick,1,3,0,{},0.0
stan kyle kenny,1,1,0,{},0.0
large woman,1,20,0,{},0.0
mr mackey jr,1,19,0,{},0.0
tree hugger,1,13,0,{},0.0
gerald broflovski,1,12,0,{},0.0
artsy man,1,11,0,{},0.0
his date,1,10,0,{},0.0
the mayor,1,9,2,"{'god': 1, 'hell': 1}",22.22
mr pirrip,1,6,0,{},0.0
elderly tree hugger,1,5,1,{'bastards': 1},20.0
assistant 1,1,4,0,{},0.0
santa claus,1,4,0,{},0.0
man in audience,1,3,1,{'damn': 1},33.33
some men,1,2,0,{},0.0
janitor 2,1,2,0,{},0.0
students,1,1,0,{},0.0
cartman stan,1,1,0,{},0.0
don king,1,51,0,{},0.0
reporter 2,1,12,0,{},0.0
reporter 1,1,11,0,{},0.0
groundskeeper,1,9,1,{'bastards': 1},11.11
roland,1,5,0,{},0.0
mr allen,1,3,1,{'gay': 1},33.33
ominous vocie,1,2,1,{'rectus': 1},50.0
red,1,2,0,{},0.0
man in crowd,1,1,1,{'damn': 1},100.0
damien thorn,1,1,0,{},0.0
mr mcdonald,1,1,0,{},0.0
indiglo girls singer,1,8,0,{},0.0
chef falsetto,1,5,0,{},0.0
anchor,1,32,0,{},0.0
dave,1,17,0,{},0.0
assistant,1,4,0,{},0.0
citizen,1,3,0,{},0.0
all three,1,3,0,{},0.0
rumpertumskin,1,8,0,{},0.0
bronco 2,1,6,1,{'hell': 1},16.67
bronco 1,1,6,0,{},0.0
grizzled man,1,2,0,{},0.0
halfy,1,2,0,{},0.0
