Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
stephen,14,146,2,"{'gay': 1, 'hell': 1}",1.37
sally,14,68,1,{'screw': 1},1.47
mr conners,14,254,2,"{'asshole': 1, 'damn': 1}",0.79
darryl,13,178,6,"{'bitch': 1, 'gay': 1, 'porn': 1, 'hell': 1, 'screw': 1, 'stupid': 1}",3.37
gordon stoltski,13,208,1,{'god': 1},0.48
josh,12,151,0,{},0.0
benny,12,189,0,{},0.0
captain,12,164,0,{},0.0
intruder,12,102,4,"{'god': 1, 'kill': 1, 'bastard': 1, 'fucked': 1}",3.92
anchor,11,310,0,{},0.0
receptionist,11,60,0,{},0.0
principal victoria,11,189,3,"{'murder': 1, 'gay': 1, 'porn': 1}",1.59
mcgee zax,11,174,1,{'kill': 1},0.57
driver 2,11,76,1,{'god': 1},1.32
biker 2,11,82,4,"{'fags': 2, 'shit': 1, 'fag': 1}",4.88
mr garrison,10,90,0,{},0.0
gerald,10,107,0,{},0.0
bishop,10,185,16,"{'bitch': 8, 'pimp': 3, 'bitches': 2, 'god': 1, 'farts': 1, 'queefs': 1}",8.65
tom snyder,10,43,6,"{'dicks': 3, 'gay': 3}",13.95
french captain,10,90,1,{'damn': 1},1.11
nick,9,42,0,{},0.0
reporter,9,280,1,{'pissed': 1},0.36
walter cronkite,9,67,2,{'fucking': 2},2.99
emperor akihito,9,272,3,"{'fuck': 2, 'gay': 1}",1.1
field reporter,9,165,9,"{'fag': 7, 'faggot': 1, 'fags': 1}",5.45
mayor mcdaniels,9,127,3,"{'fags': 1, 'turd': 1, 'gay': 1}",2.36
jonas brothers,8,72,0,{},0.0
clerk,8,170,0,{},0.0
craig,8,56,0,{},0.0
woman 2,8,45,0,{},0.0
sheila,8,84,2,{'god': 2},2.38
woman,8,67,3,"{'queefs': 1, 'god': 1, 'pee': 1}",4.48
dr phillips,8,252,1,{'hell': 1},0.4
mc,8,116,0,{},0.0
biker 6,8,86,6,"{'fags': 4, 'shit': 1, 'fuckin': 1}",6.98
officer 2,7,87,0,{},0.0
man 10,7,55,0,{},0.0
treasurer 1,7,49,0,{},0.0
doctor,7,108,4,"{'queef': 3, 'vag': 1}",3.7
bebe,7,33,3,"{'farts': 2, 'queefs': 1}",9.09
mencia,7,231,9,"{'dick': 3, 'gay': 2, 'fuck': 2, 'piss': 1, 'dicks': 1}",3.9
grant,7,64,1,{'god': 1},1.56
michael jackson,7,43,0,{},0.0
keshawn,7,73,2,"{'bitch': 1, 'pimp': 1}",2.74
big gay al,7,143,7,"{'faggot': 2, 'faggots': 2, 'fag': 1, 'fucking': 1, 'hell': 1}",4.9
casey,7,163,11,"{'fat': 2, 'penis': 1, 'hooker': 1, 'vagina': 1, 'bitch': 1, 'stupid': 1, 'dickhead': 1, 'anus': 1, 'asshole': 1, 'douchebag': 1}",6.75
host,6,122,1,{'sex': 1},0.82
father maxi,6,135,6,"{'oral': 1, 'sex': 1, 'retarded': 1, 'fucking': 1, 'stupid': 1, 'kill': 1}",4.44
crowd,6,11,0,{},0.0
man 2,6,40,1,{'pee': 1},2.5
tolkien,6,29,0,{},0.0
judge,6,95,0,{},0.0
gordon brown,6,42,1,{'hell': 1},2.38
taro aso,6,40,0,{},0.0
pirate 4,6,45,1,{'fat': 1},2.22
flight attendant,6,142,2,{'hell': 2},1.41
murphy,6,83,1,{'prostitutes': 1},1.2
redneck 13,6,77,2,"{'ass': 1, 'fucking': 1}",2.6
larry king,6,168,2,"{'pussies': 1, 'whore': 1}",1.19
luke,6,44,0,{},0.0
man 1,5,37,1,{'pee': 1},2.7
stockbroker,5,87,0,{},0.0
network president,5,122,4,"{'farts': 2, 'queefs': 1, 'queef': 1}",3.28
sarah,5,52,2,{'fat': 2},3.85
general,5,43,0,{},0.0
pirates,5,15,0,{},0.0
dr land,5,63,0,{},0.0
charise,5,41,2,{'bitch': 2},4.88
driver,5,33,0,{},0.0
vince,5,69,0,{},0.0
crewman 2,5,23,2,"{'god': 1, 'hell': 1}",8.7
news anchor,5,152,4,"{'fag': 2, 'gay': 2}",2.63
cartman smurf,5,49,0,{},0.0
human wendy,5,44,10,"{'suck': 3, 'fat': 3, 'tits': 3, 'fuck': 1}",22.73
director,4,29,0,{},0.0
mr slave,4,14,1,{'god': 1},7.14
maitre d,4,61,1,{'douchebag': 1},1.64
lisa,4,13,0,{},0.0
treasurer 3,4,33,0,{},0.0
regis,4,47,2,"{'queef': 1, 'gals': 1}",4.26
red,4,26,3,"{'god': 2, 'queef': 1}",11.54
ellen,4,64,0,{},0.0
agent clark,4,96,0,{},0.0
mr hollis,4,56,0,{},0.0
john howard,4,34,0,{},0.0
hu jintao,4,26,0,{},0.0
pirate 5,4,36,1,{'kill': 1},2.78
cruise attendant,4,17,1,{'god': 1},5.88
passengers,4,12,0,{},0.0
judge 1,4,47,3,"{'gay': 2, 'fags': 1}",6.38
biker 3,4,6,0,{},0.0
male host,3,45,0,{},0.0
purity boy 1,3,44,0,{},0.0
usher,3,31,0,{},0.0
fat girl,3,29,3,"{'blowjobs': 2, 'sex': 1}",10.34
audience,3,8,3,{'gay': 3},37.5
m,3,37,0,{},0.0
a voice,3,28,2,{'coon': 2},7.14
man 3,3,39,0,{},0.0
man 11,3,49,0,{},0.0
man 9,3,42,0,{},0.0
treasurer 2,3,35,0,{},0.0
annie,3,17,1,{'queef': 1},5.88
aide 2,3,30,0,{},0.0
alien,3,55,0,{},0.0
official,3,48,0,{},0.0
matti vanhanen,3,37,0,{},0.0
agent marx,3,34,0,{},0.0
nicolas sarkozy,3,15,0,{},0.0
vladimir putin,3,9,0,{},0.0
galeed,3,116,0,{},0.0
paolo captain,3,53,0,{},0.0
pirate 3,3,14,0,{},0.0
dj am,3,35,0,{},0.0
lady judge,3,33,0,{},0.0
singer,3,29,1,{'titties': 1},3.45
edge,3,45,0,{},0.0
redneck 5,3,17,0,{},0.0
guard,3,28,1,{'fuck': 1},3.57
assistant,3,36,1,{'pee': 1},2.78
chet,3,104,0,{},0.0
sid,3,73,0,{},0.0
dc captain,3,33,3,"{'stupid': 1, 'ass': 1, 'fuck': 1}",9.09
hatoyama,3,30,2,{'fuck': 2},6.67
crewman,3,10,2,{'god': 2},20.0
the japanese,3,8,1,{'fuck': 1},12.5
emmanuel lewis,3,54,2,"{'fag': 1, 'faggots': 1}",3.7
a melvin,3,11,0,{},0.0
melvin 2,3,10,0,{},0.0
melvin 3,3,9,1,{'god': 1},11.11
teacher,3,22,0,{},0.0
councilman,3,16,0,{},0.0
girl in puppy t shirt,2,24,0,{},0.0
roadie,2,21,0,{},0.0
clerk 2,2,15,0,{},0.0
disney exec 3,2,14,0,{},0.0
father,2,13,0,{},0.0
purity boy 3,2,10,0,{},0.0
little girl,2,4,0,{},0.0
general disarray,2,23,0,{},0.0
officer 4,2,13,0,{},0.0
liane,2,12,0,{},0.0
woman 1,2,27,0,{},0.0
man 4,2,18,0,{},0.0
man 6,2,14,0,{},0.0
man 13,2,9,0,{},0.0
man 8,2,23,0,{},0.0
man 12,2,17,1,{'kill': 1},5.88
man 7,2,9,1,{'hell': 1},11.11
man 5,2,8,0,{},0.0
man 14,2,8,0,{},0.0
skeeter,2,52,1,{'stupid': 1},1.92
sir 1,2,13,0,{},0.0
the males,2,25,3,{'queef': 3},12.0
announcer 2,2,25,0,{},0.0
tweek,2,13,0,{},0.0
man,2,18,1,{'hell': 1},5.56
conan obrien,2,71,0,{},0.0
house,2,55,2,{'dicks': 2},3.64
jimmy kimmel,2,31,1,{'gay': 1},3.23
david letterman,2,17,1,{'gay': 1},5.88
kevern zaksor,2,74,1,{'stupid': 1},1.35
raila odinga,2,5,0,{},0.0
luiz inácio lula da silva,2,2,0,{},0.0
anchorman,2,112,1,{'ugly': 1},0.89
un leader,2,56,2,"{'damn': 1, 'god': 1}",3.57
gordon,2,24,0,{},0.0
pirate 2,2,22,1,{'fuck': 1},4.55
pirate 1,2,17,0,{},0.0
deck hand,2,17,0,{},0.0
cartman choir,2,16,0,{},0.0
pirate 6,2,16,0,{},0.0
somali 2,2,7,0,{},0.0
pirate choir,2,6,0,{},0.0
choir,2,6,0,{},0.0
dr carroll,2,54,0,{},0.0
pilot,2,43,0,{},0.0
patrick swayze,2,26,2,"{'stupid': 1, 'crap': 1}",7.69
kris,2,15,0,{},0.0
brandys mom,2,15,0,{},0.0
farrah fawcett,2,8,0,{},0.0
pimp 2,2,65,10,"{'bitchs': 2, 'pimp': 2, 'motherfuckin': 2, 'bitches': 2, 'stupid': 1, 'shit': 1}",15.38
black bitch,2,34,5,"{'pimp': 2, 'damn': 1, 'bitch': 1, 'ass': 1}",14.71
white bitch,2,13,3,"{'asshole': 1, 'pimp': 1, 'ass': 1}",23.08
scott,2,12,0,{},0.0
number 37,2,48,0,{},0.0
john cena,2,26,0,{},0.0
redneck 22,2,9,0,{},0.0
redneck 9,2,8,0,{},0.0
redneck 4,2,7,0,{},0.0
spectators,2,3,0,{},0.0
the boys,2,2,0,{},0.0
crewman 3,2,24,0,{},0.0
crew stan,2,2,0,{},0.0
biker 10,2,18,0,{},0.0
biker 7,2,15,2,"{'fags': 1, 'shit': 1}",13.33
judge 2,2,13,2,"{'gay': 1, 'fag': 1}",15.38
biker 4,2,12,1,{'fags': 1},8.33
boy 1,2,29,1,{'tits': 1},3.45
mr testaburger,2,17,2,"{'hell': 1, 'pee': 1}",11.76
melvins,2,7,0,{},0.0
melvin 1,2,6,1,{'god': 1},16.67
researcher 1,2,42,1,{'urine': 1},2.38
lawyer,2,37,2,{'pee': 2},5.41
señor lopez,2,27,0,{},0.0
female host,1,28,0,{},0.0
purity boy 2,1,17,0,{},0.0
disney exec 1,1,15,0,{},0.0
disney exec 2,1,14,0,{},0.0
blonde girl,1,11,0,{},0.0
meagan,1,10,0,{},0.0
nancy,1,10,0,{},0.0
girl in o t shirt,1,8,1,{'blowjob': 1},12.5
roadie 2,1,8,0,{},0.0
girl 2,1,7,0,{},0.0
voice 2,1,7,0,{},0.0
joe jonas,1,6,0,{},0.0
voice 1,1,6,0,{},0.0
nick jonas,1,2,0,{},0.0
kevin jonas,1,2,0,{},0.0
the girls,1,1,0,{},0.0
officer 3,1,7,0,{},0.0
mysterion the coon,1,6,0,{},0.0
anchor 2,1,3,0,{},0.0
woman 3,1,1,0,{},0.0
orator 2,1,51,1,{'fat': 1},1.96
orator 1,1,50,0,{},0.0
darryl weathers,1,16,0,{},0.0
man 16,1,11,0,{},0.0
dr doctor,1,11,0,{},0.0
man 15,1,8,0,{},0.0
worker 1,1,4,0,{},0.0
worker 2,1,3,0,{},0.0
al,1,2,0,{},0.0
ted,1,2,0,{},0.0
man 17,1,2,0,{},0.0
mrs farnickle,1,1,0,{},0.0
worker 3,1,1,0,{},0.0
worker 4,1,1,0,{},0.0
martha,1,149,1,{'queefs': 1},0.67
the males randy,1,42,6,{'queef': 6},14.29
brian,1,36,2,"{'queef': 1, 'goddammit': 1}",5.56
announcer 3,1,29,4,"{'queef': 3, 'vaginas': 1}",13.79
road warrior queef,1,27,0,{},0.0
kelly,1,25,1,{'gals': 1},4.0
mrs testaburger,1,20,0,{},0.0
shelly,1,13,1,{'queef': 1},7.69
gerald kyle,1,12,1,{'queef': 1},8.33
stephen butters,1,8,0,{},0.0
randy stan,1,7,0,{},0.0
thomas,1,6,0,{},0.0
stuart,1,4,0,{},0.0
other women,1,4,0,{},0.0
terrance  phillip,1,1,0,{},0.0
males,1,1,0,{},0.0
ellen degeneres,1,58,0,{},0.0
jay leno,1,32,1,{'gay': 1},3.12
reporter 2,1,4,1,{'gay': 1},25.0
peterson,1,4,0,{},0.0
reporter 1,1,4,0,{},0.0
carlos mencia,1,4,0,{},0.0
butters cartman,1,3,1,{'gay': 1},33.33
paul shaffer,1,2,0,{},0.0
aide 1,1,2,0,{},0.0
the guys,1,1,0,{},0.0
emmett,1,22,0,{},0.0
angela merkel,1,16,0,{},0.0
new yorker,1,11,1,{'screw': 1},9.09
silvio berlusconi,1,11,0,{},0.0
townsman,1,5,0,{},0.0
tommy and his dad,1,2,0,{},0.0
han seung soo,1,2,0,{},0.0
french captain and crew,1,10,1,{'god': 1},10.0
together,1,9,0,{},0.0
commander,1,9,0,{},0.0
cartman butters,1,8,2,"{'ass': 1, 'rape': 1}",25.0
pirate 7,1,6,0,{},0.0
pirate 8,1,6,0,{},0.0
kyle cartman,1,4,0,{},0.0
somali 1,1,4,0,{},0.0
pirate,1,3,0,{},0.0
clyde ike,1,2,0,{},0.0
mr leon,1,2,0,{},0.0
sniper,1,1,0,{},0.0
david carradine,1,16,1,{'goddamned': 1},6.25
ed mcmahon,1,15,0,{},0.0
heidis mom,1,13,0,{},0.0
kylies mom,1,12,0,{},0.0
kylie,1,6,0,{},0.0
heidi,1,6,0,{},0.0
an officer,1,5,0,{},0.0
the boys except cartman and dr phillips,1,4,0,{},0.0
others,1,4,0,{},0.0
jessicas mom,1,3,0,{},0.0
bea arthur,1,2,0,{},0.0
taps,1,1,0,{},0.0
frat boy 3,1,24,0,{},0.0
supervisor,1,8,0,{},0.0
boss,1,8,0,{},0.0
officer,1,5,0,{},0.0
frat boy 1,1,4,0,{},0.0
francis,1,3,0,{},0.0
megan,1,2,0,{},0.0
kids,1,1,0,{},0.0
frat boy 2,1,1,0,{},0.0
frat boys,1,1,0,{},0.0
number 17,1,33,1,{'bastard': 1},3.03
redneck 11,1,26,0,{},0.0
number 24,1,16,1,{'whore': 1},6.25
redneck 8,1,16,0,{},0.0
redneck 10,1,12,1,{'sex': 1},8.33
redneck 19,1,10,0,{},0.0
redneck 6,1,8,0,{},0.0
redneck 20,1,8,0,{},0.0
redneck 7,1,7,0,{},0.0
fan 1,1,7,0,{},0.0
redneck 1,1,5,0,{},0.0
redneck 15,1,5,0,{},0.0
redneck 28,1,4,1,{'hells': 1},25.0
redneck 29,1,4,1,{'goddamned': 1},25.0
obese woman,1,4,1,{'ass': 1},25.0
redneck 2,1,4,0,{},0.0
redneck 14,1,4,0,{},0.0
redneck 24,1,4,0,{},0.0
redneck 25,1,4,0,{},0.0
redneck 26,1,4,0,{},0.0
redneck 3,1,3,0,{},0.0
redneck 17,1,3,0,{},0.0
redneck 23,1,3,0,{},0.0
redneck 27,1,3,0,{},0.0
redneck 12,1,2,0,{},0.0
boys,1,2,0,{},0.0
redneck 21,1,2,0,{},0.0
redneck 16,1,1,0,{},0.0
redneck 18,1,1,0,{},0.0
fan 2,1,1,0,{},0.0
redneck 30,1,1,0,{},0.0
guide,1,26,0,{},0.0
commentator 1,1,25,0,{},0.0
commentator 2,1,25,0,{},0.0
trainer 3,1,13,0,{},0.0
first mate,1,8,2,"{'god': 1, 'kill': 1}",25.0
male crew 1,1,8,0,{},0.0
japanese man 1,1,6,1,{'fuck': 1},16.67
japanese man 2,1,6,1,{'fuck': 1},16.67
japanese man 3,1,6,1,{'fuck': 1},16.67
japanese man 5,1,6,1,{'fuck': 1},16.67
dc crewman,1,5,2,"{'fuckin': 1, 'gay': 1}",40.0
trainer 2,1,5,0,{},0.0
girl,1,4,0,{},0.0
aussie crewman,1,4,0,{},0.0
crewman 4,1,4,0,{},0.0
dc crewmen,1,4,0,{},0.0
japanese man 4,1,3,1,{'fuck': 1},33.33
japanese sailor,1,3,1,{'fuck': 1},33.33
captain paul watson,1,3,0,{},0.0
dc crew,1,3,0,{},0.0
benjamin,1,2,0,{},0.0
the crew,1,2,0,{},0.0
jessica,1,1,0,{},0.0
crew,1,1,0,{},0.0
japanese pilot,1,1,0,{},0.0
another mayor,1,61,2,"{'fag': 1, 'gay': 1}",3.28
judge 4,1,24,0,{},0.0
biker 13,1,16,3,"{'ass': 1, 'shit': 1, 'fag': 1}",18.75
biker 5,1,10,0,{},0.0
other bikers,1,8,0,{},0.0
biker 15,1,6,1,{'kill': 1},16.67
other kids,1,6,0,{},0.0
bikers,1,6,0,{},0.0
biker 14,1,5,1,{'fag': 1},20.0
biker 8,1,5,0,{},0.0
biker 11,1,5,0,{},0.0
biker 12,1,4,0,{},0.0
judge 3,1,1,1,{'fag': 1},100.0
biker 9,1,1,0,{},0.0
all,1,1,0,{},0.0
kyle kenny,1,1,0,{},0.0
martin,1,1,0,{},0.0
casey miller,1,69,0,{},0.0
mike,1,21,0,{},0.0
third graders,1,6,1,{'fag': 1},16.67
kindergartners,1,3,0,{},0.0
boy 2,1,3,0,{},0.0
a boy,1,2,0,{},0.0
melvin 4,1,1,0,{},0.0
douglas,1,1,0,{},0.0
eugene,1,18,0,{},0.0
stevens,1,10,0,{},0.0
police captain,1,9,0,{},0.0
ride operator,1,8,0,{},0.0
researcher 2,1,5,0,{},0.0
fireman 2,1,4,1,{'god': 1},25.0
researcher 3,1,3,0,{},0.0
fireman 3,1,3,0,{},0.0
fireman 1,1,2,0,{},0.0
woman who loses baby,1,1,0,{},0.0
floating woman,1,1,0,{},0.0
